Employee_no,Surname,Given_name,Gender,City,Age,Year_joined,Phone_no,Social_insurance_no
420,Jones,Jeremy,M,Fort Nelson,37,2014,6042226170,605857896
421,Pierce,Anita,F,Woss,46,2005,4166425637,484239882
422,Andrews,Sergio,M,Vancouver,38,2014,3062519230,672581015
423,Reeves,Freddy,M,Prince George,33,2002,9022814121,488806097
424,Tovar,Sarah,F,Kamloops,43,2016,4031875601,184219135
425,Sullivan,Stephen,M,New Westminster,27,2017,5143879459,186122960
426,Alexander,Sarah,F,Surrey,29,2006,9026878249,329410256
427,Hess,Charles,M,Vancouver,25,2014,6042119963,740171774
428,Nance,Elaine,F,Vancouver,27,2007,3062527240,142433340
429,Oneil,Austin,M,New Westminster,29,2010,4035400260,488056340
430,Arrington,Donna,F,Vernon,45,2007,4166332212,963762997
431,Toliver,Betty,F,Gibsons,26,2018,3062191931,928477103
432,Cox,Sharon,F,Victoria,48,2014,4036657789,843561297
433,Moore,Charles,M,Slocan,28,2015,3066575297,528865185
434,Adkins,Jane,F,Abbotsford,36,2006,5145910914,226507877
435,Smith,Doris,F,Lumby,37,2002,4169862271,939542347
436,Torres,Frances,F,Vancouver,48,2003,4165446889,687327721
437,Hall,Cristobal,M,Surrey,46,2010,4039727964,990952841
438,Ruiz,Richard,M,Vancouver,31,2011,4033984667,290812296
439,Marin,Juan,M,Kamloops,25,2006,6138397641,400100028
440,Lee,Helen,F,Vancouver,27,2012,4036932024,727157293
441,Watts,April,F,Decker Lake,43,2010,4033758326,167904372
442,Stevens,Matt,M,New Westminster,48,2012,3063770279,709434164
443,Hufford,Salena,F,Chase,30,2004,5149345873,494941144
444,Wood,Shawnee,F,Dawson Creek,28,2005,3065846789,508370484
445,Powell,Brittany,F,Sooke,34,2012,5149826230,811445318
446,Richardson,Michael,M,Boston Bar,46,2008,4033409011,811487247
447,Burt,Joy,F,Port Alberni,26,2008,5144792062,212823449
448,Orsini,Marcus,M,Sparwood,40,2012,3068927008,459580495
449,Webb,Arthur,M,Union Bay,40,2011,2041667036,893508145
450,Hallock,Lorine,F,Victoria,34,2017,4184413917,772598148
451,Knight,Cecelia,F,Francois Lake,38,2006,2045408834,785400083
452,Archer,Renee,F,Vancouver,30,2003,4034955226,253706956
453,Doris,Richard,M,Vancouver,41,2013,6137557657,982242216
454,Tobey,Melissa,F,Aldergrove,46,2009,6134184744,438547569
455,Sheffield,Rosemary,F,New Westminster,27,2006,3062537169,625438564
456,Rose,Leslie,M,Richmond,30,2010,9028121680,277680899
457,Davis,Susan,F,Summerland,33,2007,6131408604,687774627
458,Buda,Thomas,M,Mackenzie,26,2009,9028442510,369420568
459,Haveman,Melinda,F,Montney,46,2011,6042325142,241186899
460,Jones,Shannon,M,Chief Lake,42,2007,4162933283,379417026
461,Hockman,Patricia,F,New Westminster,26,2003,6042471708,401948263
462,Hall,Lakeisha,F,Vancouver,37,2017,3068425806,762044642
463,Muir,Latonya,F,Burns Lake,42,2016,3069857687,593610164
464,Foster,Paul,M,Vancouver,33,2010,9024376001,604187373
465,Coleman,Ana,F,Port Alberni,43,2010,9026586092,408867697
466,King,Zoraida,F,Vancouver,28,2009,4039714374,629855897
467,Traylor,Brenda,F,Burnaby,25,2012,4034355259,271701895
468,Clark,Kevin,M,Surrey,26,2003,6045992285,520757370
469,Camp,Chris,M,Vancouver,34,2009,6137792004,785881562
470,Quesada,Thomas,M,Westwold,48,2014,2046850166,988757877
471,Smith,Cathy,F,Nelson,40,2004,9021875168,427953272
472,Willis,Ray,M,Vancouver,26,2016,2048067106,265422590
473,Lyons,Jeannette,F,Abbotsford,33,2006,6041902742,411284133
474,Keith,Larry,M,Vancouver,42,2011,3067314465,539290899
475,Morales,Gerald,M,Kamloops,36,2014,6046469110,261994560
476,Jimenez,Mike,M,Vancouver,38,2006,4182052623,835236821
477,Nusbaum,William,M,Kaslo,39,2016,6044756955,150586097
478,Calcote,Hildred,F,Williams Lake,49,2008,4181678146,114389640
479,Alvarado,Erica,F,Invermere,44,2004,5143577375,601595150
480,Chang,Gertrude,F,Vancouver,40,2012,9024664295,260234833
481,Williams,Gracie,F,Victoria,35,2007,6048955301,763437170
482,Bull,Carey,M,Creston,39,2017,6047221694,851181397
483,Robbins,Henry,M,Vancouver,43,2007,3067709061,763627858
484,Fernandez,Jennifer,F,Surrey,30,2018,2045645290,631173051
485,Spinks,Danielle,F,Terrace,40,2017,3066851834,515682786
486,Roos,James,M,Vancouver,43,2007,6135667977,415616269
487,Vanleuven,Raymond,M,Langley,49,2010,5144610674,309328626
488,Pettiford,Jason,M,Surrey,36,2004,3067920180,722660764
489,Grimes,Elizabeth,F,Beaver Valley,49,2004,6131286409,905281399
490,Smith,Nicholas,M,Langley,46,2008,6043910374,595594758
491,Mays,Steven,M,Oyster River,42,2002,4189611411,334216879
492,Phillips,Winston,M,Agassiz,49,2006,6132456774,198691116
493,Bertrand,Michael,M,Victoria,32,2011,6133300580,322021331
494,Lorenz,Shane,M,Vancouver,34,2018,4186220558,632163129
495,Felix,Carl,M,Vancouver,47,2008,6049368590,478318863
496,Green,Anna,F,New Westminster,31,2004,4035932136,256816613
497,Nevitt,Phillip,M,D'arcy,27,2006,6048230618,580503983
498,Troup,Martha,F,Burnaby,26,2006,3066230614,530411710
499,Ross,Eric,M,Surrey,25,2012,3066835483,275589014
500,Farley,Jerry,M,Winfield,37,2011,6045236244,257621005
501,Moore,Katherine,F,Vancouver,28,2011,3062325242,993654166
502,Sheppard,Viviana,F,Vancouver,46,2012,9025645635,990477720
503,Brown,Peggy,F,Fort St John,49,2008,3069029599,318489765
504,Davis,Danielle,F,Logan Lake,39,2002,6139711775,814536583
505,Leblanc,Stephanie,F,Vancouver,47,2013,4164956006,721508498
506,Burton,Stella,F,New Westminster,39,2018,6135455264,619686737
507,Kelley,David,M,Burnaby,38,2012,2042720095,928231888
508,Ernst,Karen,F,Prince George,28,2015,4032109196,941740591
509,Callahan,Paul,M,Williams Lake,33,2018,2048796750,615745980
510,Head,Geneva,F,Aldergrove,29,2015,4039156394,285738769
511,Barr,Joy,F,Campbell River,45,2007,5148442651,338846274
512,Alexis,Janet,F,Haney,31,2015,5148251503,380012516
513,Boyd,Gayle,F,Fort St John,33,2009,4031841104,914015011
514,Norberg,John,M,Abbotsford,29,2002,2046486485,369750751
515,Ogle,Margaret,F,Burnaby,34,2009,4035324407,712311494
516,Soria,Barbara,F,Kamloops,49,2015,6048896259,178315872
517,McMaster,Tim,M,Woss,45,2004,4182585350,162070743
518,Hardy,Nick,M,North Vancouver,46,2009,4035342137,467883443
519,Devaney,Stacey,F,Vancouver,46,2013,4164798855,340918569
520,Patterson,Jackie,F,Vancouver,36,2008,6135582195,294798242
521,Lucas,Julie,F,Vancouver,40,2013,3067682875,591381971
522,Wilson,Walter,M,Vancouver,42,2015,3067527689,978235964
523,Bains,Kelly,M,Ganges,32,2014,6045475695,620875990
524,Hall,Andrea,F,Kamloops,28,2016,2048929778,968813056
525,Baker,Julio,M,Vancouver,25,2014,4031778782,749940509
526,Tart,Joseph,M,Bob Quinn Lake,47,2011,3066858081,378328324
527,Rogers,John,M,Vernon,42,2005,4186276025,193871173
528,Koopman,Michele,F,New Westminster,41,2018,6136475861,566340405
529,Jones,Virginia,F,Victoria,40,2007,9022001302,559975312
530,Lawson,Kim,F,Vancouver,30,2015,4039885328,927132368
531,Jones,Joseph,M,Vancouver,26,2014,3064782732,635452138
532,Archer,Patricia,F,Valemount,32,2003,6137033719,596045419
533,Morgan,Nathan,M,Burnaby,31,2014,2046365715,900313451
534,Tidwell,Mary,F,Kelowna,45,2012,9022962710,593567271
535,Dominguez,Jessica,F,Kelowna,45,2002,6137683661,806776462
536,Conley,Leon,M,Vancouver,38,2006,2048218316,631396124
537,Shields,Andrea,F,Vancouver,33,2006,6043809521,784702907
538,Higgins,Roger,M,Terrace,39,2007,6041962941,523266937
539,Payne,Linda,F,Vancouver,25,2012,4186767221,867544504
540,Baughman,Julius,M,Burnaby,35,2005,4035914019,890147903
541,Beerman,Clyde,M,Chilliwack,29,2014,4039445967,529941951
542,Sandoval,Viola,F,Vancouver,25,2010,6042796904,584515526
543,Hernandez,Ione,F,Prince George,34,2014,4181299286,823143796
544,Graham,Cassandra,F,White Rock,32,2004,6043435023,535257455
545,Fitts,Kelly,F,Vancouver,41,2014,6135361147,451502184
546,Gross,Jean,F,Castlegar,38,2015,4162475745,447427213
547,Ward,Ronald,M,Vancouver,29,2018,9026123243,290745689
548,Jones,George,M,Vernon,31,2002,6139062228,917222088
549,Raines,Shelly,F,Whistler,38,2010,6041770258,640410722
550,Gardner,Terry,M,Vancouver,27,2014,4187472699,774676660
551,Trejo,Margaret,F,Vancouver,40,2014,4164262796,422382475
552,Faber,Richard,M,Nanaimo,44,2010,4167666084,877539222
553,Happel,Jason,M,Victoria,41,2015,6046630060,957638438
554,Jankowski,Steven,M,Vancouver,49,2013,4162131341,756631686
555,Little,Daniel,M,Richmond,30,2014,5142983316,783428827
556,Hoskins,Ernest,M,North Vancouver,32,2017,4033588362,192891529
557,Englehart,Kimberly,F,Kamloops,29,2010,4182450565,278594536
558,Miller,Paul,M,Nelson,49,2011,6137951485,555934144
559,Thompson,Linda,F,Vancouver,39,2014,3066365119,964257794
560,Eastridge,Alvin,M,Victoria,29,2010,5145757051,696238578
561,Foster,April,F,Vancouver,39,2009,9027782390,842786056
562,Zwilling,Claire,F,Abbotsford,48,2016,3066693334,125843960
563,Neilsen,Joan,M,Nelson,28,2016,9023863258,383243024
564,Hambrick,Gertrude,F,Kaslo,29,2004,4166459063,985109638
565,Talbert,Clara,F,Port Alice,45,2003,5143659580,830999255
566,Reynolds,Bobby,M,Burnaby,32,2008,6132542014,493317641
567,Glowacki,Maggie,F,Victoria,39,2011,5149546170,960294961
568,Jernigan,Caroline,F,New Westminster,31,2015,3063704836,843533506
569,Harrison,Viva,F,Lakeview Heights,35,2005,2041486717,458602549
570,Seitz,Anthony,M,Vancouver,49,2018,3069656626,721950116
571,Dotson,Sean,M,Campbell River,28,2006,4037135367,913204428
572,White,Thelma,F,Vancouver,33,2013,2042178638,389996533
573,Higbee,Connie,F,Kelowna,42,2008,6132093785,113515198
574,Spencer,Ted,M,Surrey,37,2016,9023928045,496686194
575,Tucker,Ken,M,Vancouver,34,2016,6131463699,396815923
576,Westling,Wm,M,Chilliwack,30,2002,5143727319,398175422
577,Carroll,Demetrius,M,Sidney,30,2017,4163304494,764422148
578,Wood,Rodger,M,Vancouver,36,2009,3066474308,829150946
579,Hand,Marguerite,F,North Vancouver,25,2010,3068072325,277207992
580,Wilson,Patricia,F,Campbell River,32,2018,9023962115,678640747
581,Chan,Norman,M,Vallican,49,2006,2045039733,872571147
582,Wainwright,Grace,F,Abbotsford,42,2018,4165538250,955114897
583,Stevenson,Pamela,F,Vancouver,28,2003,9028775157,578281806
584,Flores,Jim,M,Langley,48,2007,6041398389,372875024
585,Campbell,Deborah,F,New Westminster,29,2007,3063208000,618837340
586,Bunker,Aileen,F,Chilliwack,38,2002,4038895126,384414361
587,Dumas,George,M,Victoria,42,2016,6046418942,954699616
588,Allen,Winnie,F,New Westminster,39,2006,6048987614,689045360
589,Tarbox,Dawn,F,Vancouver,49,2002,3066481407,971478848
590,Snow,Andrea,F,Vancouver,38,2007,5142017984,911453572
591,Gregg,Willie,F,Vancouver,36,2009,4188081124,172992308
592,Anderson,Maurice,M,Vancouver,28,2013,6133605417,450122865
593,Durbin,Todd,M,Vancouver,41,2011,2043281746,651613065
594,Cristobal,Kara,F,Victoria,26,2012,2044334015,995398210
595,Burleson,Angeline,F,Vancouver,46,2018,6047751800,548658586
596,Bowles,Shani,F,Duncan,39,2005,4033047597,591542102
597,Shaver,Melanie,F,Burnaby,43,2015,9027165702,461281287
598,Arvizu,Beth,F,Victoria,48,2011,6139647395,619264542
599,Wright,Clarence,M,Chilliwack,39,2005,9027066397,582833617
600,Ehrlich,Claribel,F,Vancouver,27,2013,6135030137,858028896
601,Archer,Salome,F,Canal Flats,44,2007,3062620223,225543191
602,White,Louis,M,Tofino,48,2011,4184296958,779049333
603,Collins,Kristen,F,Port Coquitlam,25,2010,5149603642,755589015
604,Farley,Martha,F,Cobble Hill,35,2013,4164595839,929890851
605,Cadle,Lonnie,M,Quesnel,48,2008,4038921182,556196758
606,Bellino,Lorraine,F,Vancouver,30,2011,4189101005,943443508
607,Jung,Stephanie,F,Vancouver,40,2017,4038478753,838442087
608,Owen,Beverly,F,Golden,42,2013,4182464438,577756362
609,Murphy,John,M,Kelowna,25,2004,5149185841,929750926
610,Adams,Luis,M,Valemount,26,2004,5143856006,705848081
611,Pullen,Ray,M,Richmond,26,2005,4189937882,345214522
612,Roberts,Delores,F,Penticton,47,2004,6136597080,159061698
613,Thrift,Ruth,F,Abbotsford,36,2018,5146937989,239285231
614,Engler,Philip,M,Vancouver,45,2013,4181810401,811851808
615,Budde,Irene,F,Victoria,29,2016,4033176492,833210526
616,Winstead,Creola,F,Abbotsford,25,2018,5148434465,401540256
617,Wilson,Carl,M,Vancouver,26,2005,4035620671,840564006
618,Birch,Maria,F,North Vancouver,37,2014,6134717380,633487380
619,McCormick,Aaron,M,Victoria,25,2013,4032061837,164813613
620,Jones,John,M,Cranbrook,46,2006,5149458231,302741584
621,Freed,John,M,Vancouver,26,2016,4188432672,654431261
622,Hunt,Andrea,F,Vancouver,39,2009,2043640415,616045578
623,Dunn,David,M,Vancouver,37,2012,4033135999,132007504
624,Short,Michael,M,Victoria,39,2018,9029370047,487872332
625,Bechtel,Bill,M,Burnaby,31,2009,4035155582,845529326
626,Hill,Harley,M,New Westminster,48,2016,6135093062,651293943
627,Washington,Jimmy,M,Mayne Island,30,2016,4187576349,607242538
628,Clune,Martha,F,Victoria,27,2004,6046130915,178239186
629,Cole,Mathew,M,Dawson Creek,30,2008,6041624340,604627121
630,Benedetto,Nathaniel,M,Vancouver,39,2006,4184846142,149158361
631,Baldwin,Donald,M,Bamfield,45,2002,3066863455,691926357
632,Whitham,Patrick,M,Vancouver,25,2006,4163364517,599851436
633,Jensen,Thomas,M,Vancouver,39,2008,9029644185,133245652
634,Ratliff,Annie,F,Chilako River,43,2016,4182613967,394607568
635,Cole,Allan,M,Kelowna,34,2006,2047917271,173258443
636,Brown,Marjorie,F,Cranbrook,29,2015,9029177783,187631058
637,Smith,Kevin,M,Penticton,40,2003,9027041052,640584045
638,Bounds,Carl,M,Fort Nelson,40,2010,4166105254,652881230
639,Long,Paula,F,Port Coquitlam,33,2007,6136874462,310167374
640,Brennan,Gina,F,Burnaby,39,2014,4165139214,883393984
641,Ebert,Louis,M,Duncan,33,2014,9029291789,504013949
642,Leclerc,Mozella,F,Surrey,44,2013,9029477907,484777892
643,Olsen,Joshua,M,Terrace,41,2004,6132933675,858962793
644,Peterson,Bill,M,Vancouver,30,2002,2049373137,933755872
645,Allain,Todd,M,Nanaimo,49,2017,4031788615,195615935
646,Holmgren,Jesus,M,Vancouver,34,2006,6043915698,191550516
647,Williamson,Kathleen,F,Port Alberni,37,2006,4186768870,580546973
648,Burgett,Arthur,M,Kelowna,39,2009,4165878523,772450280
649,Markle,John,M,Whistler,49,2007,4162638122,976566814
650,Roselli,Juliet,F,Burns Lake,32,2010,6045515725,135408030
651,Wroblewski,Rebecca,F,Richmond,31,2014,4185502300,965945389
652,Sanchez,Robert,M,Terrace,44,2002,4033214820,222304532
653,Perez,Ollie,F,New Westminster,35,2008,5145370550,178989900
654,Cox,Frank,M,Cranbrook,27,2009,4183952439,993053800
655,Robinson,Derrick,M,Victoria,27,2017,9027043369,448683227
656,Sims,Teresa,F,Vancouver,31,2003,4163982492,613338688
657,Brown,Carman,F,Grasmere,46,2014,5145813410,612642903
658,Thompson,Doris,F,Vancouver,40,2004,3063212431,165355671
659,Bailey,Helen,F,Vancouver,35,2002,2045625430,938994897
660,Foster,Amanda,F,Port Coquitlam,32,2016,9021516707,556924811
661,Edison,Lula,F,Fort Nelson,28,2015,3066949042,359616702
662,Thorpe,Trinidad,M,Langley,37,2016,4032037966,182314406
663,Hernandez,Darlene,F,Westwold,49,2010,4189349889,929295634
664,Reynolds,Derrick,M,North Vancouver,39,2006,4161603065,899177284
665,Walters,Mark,M,Clearwater,49,2011,4036277533,572852868
666,Dixon,Cristen,F,Summerland,30,2011,2041780899,454603309
667,Saucedo,Diana,F,Surrey,35,2018,9028531098,739544673
668,Dion,James,M,Victoria,49,2003,6133808156,330619488
669,Beadles,Bessie,F,Sooke,47,2016,6047452087,167270548
670,Brown,Josephine,F,Nelson,33,2002,4031625453,544035954
671,Pritchett,James,M,Kelowna,46,2010,4167772540,771360088
672,Poirier,David,M,Burnaby,29,2016,4188744965,810664547
673,Carroll,Jonathan,M,Osoyoos,42,2012,2044270803,760780690
674,Arroyo,Barry,M,Vancouver,45,2011,6138251915,180757880
675,Huber,Alvin,M,New Westminster,47,2012,4181207679,438872872
676,McFarland,Nancy,F,Vancouver,32,2011,4188887806,773074335
677,Snell,Clara,F,New Westminster,28,2003,9021991899,759723235
678,Bowser,Debra,F,Campbell River,40,2004,6135042031,562881267
679,Sheehan,Frances,F,Prince George,26,2004,6139780869,171743701
680,Olszewski,Norma,F,Vancouver,32,2016,5145794194,641589120
681,Little,Gilberto,M,Abbotsford,45,2016,5146866747,235383000
682,Wood,Rebecca,F,New Westminster,43,2011,9022476052,292056121
683,Bierman,Pedro,M,Campbell River,40,2003,4163673261,899698743
684,Coleman,Christopher,M,Burnaby,28,2016,2046125269,199015306
685,Gamez,Dean,M,Grassy Plains,27,2003,4165541023,735310798
686,Herrera,Lisa,F,Surrey,32,2009,4035101930,930181767
687,McLain,Juanita,F,Vancouver,43,2003,6137726369,679234725
688,Stevens,Johanna,F,Vernon,49,2013,4189878255,579307314
689,Grady,Kimberly,F,Campbell River,44,2008,3068444661,730830820
690,Ryan,Jason,M,North Vancouver,29,2013,4034133566,629220902
691,Nott,Loren,M,Fulford Harbour,41,2017,2044658049,129069072
692,Wills,Jennette,F,Victoria,37,2012,6131591778,669532023
693,Barbee,Jean,F,Victoria,36,2012,4035601057,260721379
694,Jackson,Marguerite,F,Victoria,45,2003,2045294933,247293503
695,Kenyon,Mary,F,Coquitlam,26,2010,4181209723,636037064
696,Richardson,James,M,New Westminster,48,2017,2041796737,943758047
697,Heck,Kristopher,M,Victoria,39,2008,6134356194,388598546
698,Williams,Alvin,M,Keremeos,37,2017,9021229739,323187355
699,Smith,Shirley,F,Abbotsford,40,2016,4185059223,478145240
700,Shepherd,Debra,F,Burnaby,27,2013,2042132411,287419381
701,Robbins,Missy,F,Richmond,25,2004,4163427042,392485304
702,Kisner,Wesley,M,Surrey,34,2018,4183261805,798269512
703,Lucas,Irena,F,Aiyansh,32,2006,9023895261,356379201
704,Stephens,Jared,M,Aldergrove,45,2010,4189647440,179886061
705,Andre,Brandon,M,Whistler,32,2005,6132289040,437053859
706,Hurt,Reva,F,Fort St James,44,2011,3069240174,652048446
707,Ladd,Hilton,M,Aldergrove,31,2013,4187288373,403000911
708,Clark,Stephanie,F,Pitt Meadows,48,2018,5145706493,700751362
709,Barber,Matthew,M,Haney,46,2009,6047097024,892656467
710,Frank,Zola,F,Vancouver,42,2012,9023827362,534360487
711,Remington,Irving,M,Sidney,44,2015,4169882167,633101348
712,Shepherd,Shelby,M,New Westminster,25,2011,9024837584,151946902
713,Estrada,Missy,F,Victoria,38,2010,6133398651,390939938
714,Earl,Britt,M,Vancouver,30,2011,3068224731,360182694
715,Robles,Billie,F,Victoria,42,2017,4034435666,555184794
716,Blackwell,Jonathan,M,Vancouver,41,2003,4184411717,655312220
717,Baker,Letha,F,Richmond,41,2017,4184480012,264958405
718,Gonzalez,Martin,M,Burnaby,48,2003,4183773902,305705284
719,Baldwin,Bradley,M,Vancouver,26,2016,6046827067,982668366
720,Carrington,Robert,M,New Westminster,32,2003,6046832533,949492894
721,Matthews,Janis,F,Vernon,39,2017,2047288410,321289580
722,Quezada,Gloria,F,Langley,43,2005,4183151665,153398959
723,Brown,Peggy,F,Richmond,46,2012,6131878785,616507067
724,Fox,Trina,F,Victoria,31,2017,6047590927,857663846
725,Fowler,Isabel,F,Surrey,29,2016,2043996128,375545131
726,Meurer,Wm,M,Lakelse Lake,33,2007,6136218195,721248826
727,Laster,Alecia,F,Burnaby,42,2012,3063618960,160907970
728,Malone,Mechelle,F,New Westminster,42,2011,5147221757,183137207
729,Nall,Joan,F,Victoria,28,2006,2043604210,183958308
730,Willoughby,Jessica,F,Coquitlam,44,2003,6044334355,825981959
731,Ganz,Nancy,F,Vancouver,29,2012,6046928741,518435170
732,Watts,William,M,Surrey,49,2014,3068034162,333735395
733,Jenkins,Douglas,M,Vancouver,34,2003,4038657248,428908467
734,Flores,Vickie,F,Surrey,35,2016,6138856268,285069700
735,Range,James,M,Vancouver,25,2003,6133803372,407885793
736,Moore,Leslie,M,Sechelt,28,2018,4181411749,337673892
737,Erlandson,Crystal,F,Richmond,25,2005,9028205732,112179464
738,Edmonds,Peggy,F,Victoria,45,2018,9029280755,249896033
739,Byers,Emily,F,Richmond,26,2006,3062402661,576672805
740,Poole,David,M,Kelowna,33,2010,2043111201,247045914
741,Watson,William,M,Victoria,26,2007,5149299867,208145557
742,Craig,Christopher,M,Vancouver,37,2007,9025982049,760821678
743,Plummer,James,M,Vancouver,45,2010,4188773637,482997579
744,Patterson,Jamie,F,Squamish,41,2007,6042825877,266609670
745,Bennett,Valerie,F,Chilliwack,31,2004,4182457446,374221090
746,Fuller,Sandra,F,Burnaby,26,2008,2041190322,728911983
747,Eastman,Dorian,M,Vancouver,35,2014,3065423438,848399768
748,Adamson,Daniel,M,White Rock,37,2009,4183573703,560621069
749,Walker,Tim,M,Aiyansh,29,2018,3067189207,184091904
750,Patterson,Gerardo,M,Vancouver,36,2012,5145734085,394599182
751,Huck,Ann,F,Abbotsford,29,2013,4185740056,975468224
752,Ruby,Linda,F,Genelle,35,2007,5149281504,959534314
753,Joseph,Horace,M,Whistler,41,2005,4032069119,322406700
754,Quezada,Edna,F,Summerland,49,2003,4186220130,524875601
755,Taylor,Spencer,M,Vancouver,47,2009,6048044431,605866139
756,Liberatore,Helen,F,Fort Langley,39,2015,5144029378,720877178
757,Williams,Isabelle,F,Victoria,42,2013,6132639753,250992468
758,Wilburn,Tom,M,Port Alberni,31,2012,5144302688,379427357
759,Myers,Daniel,M,Vancouver,26,2014,6043139781,194223341
